お仕事No.,応募数 合計
2203490910,2.260872
2203515598,1.4653368
2203558605,1.9537197
2203555034,0.77672446
2203516555,0.88864064
2203520581,1.0148549
2203550726,1.0535127
2203549224,1.4506154
2203560047,0.21955836
2203553869,0.20830184
2203530089,1.0256554
2203558998,0.76781225
2203553951,0.61368746
2203545409,1.3588555
2203531747,2.096041
2203551308,0.9398198
2203546600,1.641691
2203526516,1.1758298
2203516192,0.6776246
2203505481,2.0008428
2203539342,2.436863
2203553728,1.4017982
2203559708,0.5987681
2203559408,0.55389386
2203555633,0.3273476
2203558672,0.42310056
2203559311,1.2504044
2203493732,1.3024714
2203521177,2.3219738
2203559072,0.93774104
2203536923,0.14334089
2203544600,1.2113445
2203537208,0.5768582
2203559431,0.82044864
2203558069,0.3775273
2203543492,1.3327651
2203528382,1.3865445
2203490372,2.7319593
2203553404,1.1145664
2203556405,1.1050589
2203557773,1.0332105
2203517069,2.8688812
2203558375,0.91174126
2203548832,0.36072963
2203556721,0.84640884
2203555367,0.47223112
2203550740,0.6465284
2203556805,0.4506404
2203558247,1.8545983
2203529373,2.6323624
2203555759,0.95342505
2203552507,2.1181378
2203526249,0.7326745
2203558978,0.54549384
2203485986,1.4993339
2203552678,0.789171
2203482084,0.8870015
2203557975,0.7696749
2203506122,1.4931006
2203543130,1.9218193
2203531125,2.0383878
2203537714,1.0045631
2203512320,1.9408491
2203556876,1.4665737
2203559960,0.43155095
2203558581,0.8589051
2203549503,0.24739715
2203539533,1.5281504
2203504099,0.86793077
2203521163,2.1066685
2203548070,0.5472549
2203547727,0.80762815
2203551817,1.2072437
2203456354,1.3252316
2203555568,0.88408124
2203558365,0.7116337
2203548609,1.3397434
2203555205,0.66210794
2203551593,0.88005555
2203523845,1.9586169
2203536828,1.567233
2203559400,0.9764228
2203552271,2.0388892
2203559030,1.626438
2203557511,0.51014155
2203559918,0.6009063
2203529052,2.4646807
2203541977,1.1327497
2203548166,1.6918353
2203508498,1.2759827
2203544266,1.4601281
2203559157,0.3781034
2203551846,0.9230378
2203557952,0.23747027
2203537524,0.03659126
2203526654,2.0968285
2203543743,1.4702742
2203560023,0.2366873
2203524319,0.85820043
2203559440,0.5248069
2203551549,1.28725
2203553551,0.45375425
2203546287,0.43898374
2203465599,3.0364072
2203509562,1.2739956
2203558894,1.1532562
2203554790,0.78970283
2203557095,0.7033641
2203558970,0.99392754
2203527260,2.0500436
2203555917,0.4368726
2203551251,1.36174
2203482674,1.5479901
2203557736,0.45566657
2203526057,1.3578002
2203540404,1.9123318
2203536042,0.20527741
2203535595,1.4869428
2203549461,0.40632236
2203559081,1.0138893
2203559837,0.38302258
2203548827,0.3935631
2203530478,2.5157754
2203558285,0.74444234
2203553081,0.8178545
2203518798,0.5046431
2203543552,1.148916
2203559123,0.19383407
2203555637,0.6991819
2203552948,0.5854912
2203553994,0.48881227
2203539620,1.5503551
2203558606,1.8237627
2203559294,0.6449371
2203534113,0.5088798
2203522648,0.42588422
2203475337,1.8704895
2203546472,0.5485463
2203555627,1.1447238
2203557490,0.2683081
2203557525,0.72829366
2203557478,1.2315133
2203557757,0.6665534
2203559854,0.35901856
2203555924,0.88278556
2203540727,0.55372757
2203529579,1.5268521
2203557314,0.41937885
2203543274,1.0782522
2203542056,0.82479656
2203553234,0.74383235
2203557602,0.4374276
2203543660,1.2212639
2203559022,1.0456148
2203559380,0.43261164
2203556112,0.8457293
2203546486,0.5354775
2203514164,0.69723153
2203556194,0.4253849
2203469907,1.34009
2203516439,1.6654252
2203559877,1.041627
2203558587,0.53456086
2203556081,0.26091698
2203539792,1.1270089
2203550991,1.5631268
2203539501,0.27363408
2203525758,0.37907955
2203549053,0.6477325
2203531586,1.6407306
2203535877,1.2440763
2203556979,0.45419714
2203559459,0.56178516
2203542731,1.3921983
2203559406,0.9790991
2203559615,0.36285016
2203559941,0.8654219
2203506697,1.5063764
2203555403,1.9939455
2203524536,0.107934475
2203554563,0.9159955
2203527460,0.9681665
2203559075,0.17375407
2203503541,0.72839856
2203545613,0.6954807
2203527273,1.2198033
2203559744,0.9768651
2203558556,1.3729641
2203513202,0.8840251
2203559899,0.2879383
2203559115,0.32335913
2203559211,0.3859231
2203559482,0.20527786
2203523505,0.3010798
2203506216,0.9174316
2203542350,1.7382559
2203559339,0.46474028
2203522439,1.6195328
2203554486,0.7476138
2203556373,0.9010627
2203556760,0.51716655
2203505364,1.4889158
2203524806,1.0965927
2203557581,0.67382616
2203507681,0.45955688
2203551358,1.5976044
2203559367,1.6181136
2203508367,2.451605
2203558431,0.9969666
2203535000,0.75881934
2203533207,0.710228
2203550112,1.3698907
2203543569,1.8817029
2203559865,0.20424053
2203537305,0.7257998
2203559643,0.5336729
2203553957,0.24321806
2203548372,0.26091698
2203555713,0.7261787
2203537434,0.6698891
2203509817,0.3456518
2203557320,0.6285982
2203542564,0.059245616
2203523823,1.0633929
2203547782,0.8332958
2203558893,0.5674416
2203458790,0.6244039
2203527092,1.6854652
2203519871,0.5557811
2203532497,0.8947185
2203511183,1.7463005
2203554078,1.6159866
2203554460,0.6935684
2203547835,0.79830253
2203550228,0.8133199
2203538439,0.8514796
2203483712,0.8361006
2203556748,-0.097183585
2203526613,1.9745677
2203549194,1.1357737
2203528287,1.3187244
2203532110,1.4742734
2203548501,1.5918438
2203549116,0.9718478
2203558575,0.8929977
2203543239,0.6761161
2203523230,0.43980443
2203558050,0.43108177
2203558982,0.3107282
2203551902,0.6884793
2203555570,0.87005657
2203558910,0.87912416
2203558938,1.0485284
2203557198,0.84160376
2203496246,1.9364401
2203523813,1.1972935
2203554046,0.16211301
2203505049,1.599361
2203553237,0.97823095
2203557075,0.8947436
2203556406,0.8672087
2203532048,0.99311006
2203549151,1.0836811
2203545207,1.0430188
2203549069,0.44050565
2203513808,0.6080299
2203469528,1.9106624
2203546408,0.9734037
2203514900,0.29158378
2203541528,0.60974467
2203553753,0.49326372
2203558954,0.23926839
2203559195,0.53258693
2203560058,0.2332319
2203554380,0.58543354
2203554766,1.1348355
2203557374,0.8745653
2203557269,1.1912454
2203544974,0.85717374
2203558993,0.92629075
2203518467,1.1216209
2203557913,0.6965383
2203520201,1.1221682
2203486982,0.30487972
2203557018,0.65549606
2203544231,1.057143
2203557066,0.17003074
2203552598,0.41781023
2203555081,0.45551547
2203555507,1.0101001
2203559928,0.42651504
2203557261,0.5396616
2203558679,0.4147291
2203555702,0.7409398
2203538889,1.277926
2203558383,0.94456553
2203559646,0.69931644
2203558972,0.28251085
2203556144,1.004266
2203555831,1.118532
2203520970,0.36804643
2203539780,1.2780013
2203550020,0.8781948
2203547057,0.8698977
2203463050,0.96655
2203555027,0.70177317
2203549402,0.5922607
2203528278,0.884635
2203535002,0.955046
2203555445,2.1647053
2203522707,1.1300552
2203559053,0.88735723
2203553655,0.09346166
2203506496,1.8190937
2203555003,1.4684255
2203552342,1.3157969
2203558839,0.49785122
2203541284,0.73267764
2203558250,1.0061117
2203559982,0.15380597
2203549888,1.9270134
2203556761,0.18338299
2203550446,0.75524205
2203556496,0.43109196
2203546251,1.0037179
2203524599,1.8062586
2203559861,0.6293842
2203525279,1.5469296
2203546181,1.2375433
2203556451,1.2387751
2203556295,1.1205456
2203556473,0.6100278
2203555735,0.3286016
2203534907,1.375185
2203552513,1.044887
2203555896,0.7760968
2203529997,0.4884258
2203520119,0.13411796
2203505681,2.4258215
2203497651,1.7181406
2203553229,0.45445693
2203547103,0.38000405
2203531961,0.359397
2203554645,0.25217003
2203529725,1.8600068
2203517277,0.5499913
2203549163,0.025765449
2203552325,0.5193281
2203559497,0.37811726
2203539539,0.6841191
2203558594,1.0791906
2203554838,1.9184473
2203548116,0.84823936
2203532052,0.9412174
2203556972,0.2581103
2203535668,0.39298967
2203522931,0.97994435
2203553691,0.88185704
2203528626,0.7861197
2203553185,0.08483395
2203475161,0.92362344
2203559714,0.70470643
2203540878,0.09635189
2203524528,0.40897286
2203554344,0.8566502
2203535014,0.10489035
2203538928,0.17780057
2203557932,0.77380127
2203553715,1.6351933
2203554328,-0.03862208
2203557195,0.8923985
2203505378,0.5274127
2203556513,0.40403578
2203512702,0.48996943
2203553378,0.32098943
2203506655,0.53649193
2203558125,1.4401102
2203520326,0.671599
2203548273,0.9485582
2203513363,0.7037716
2203559959,0.40962484
2203557996,0.6019311
2203548888,1.0891186
2203553977,0.53723574
2203558094,0.4963287
2203558353,0.6297637
2203559601,1.0548153
2203520977,0.6047016
2203554293,0.57558286
2203486542,0.9448508
2203541308,0.57486403
2203554130,1.2310799
2203531237,1.8146148
2203552621,0.6558061
2203559914,1.0847204
2203540103,0.17562634
2203527261,1.2432634
2203514679,2.3279216
2203521500,0.70935196
2203499629,1.2070192
2203556821,0.75114024
2203549201,1.3928288
2203547263,0.14668542
2203557553,0.6756679
2203547620,0.43562496
2203553168,0.6653926
2203559943,0.35768956
2203557843,0.20316482
2203557273,1.245875
2203550609,1.2860601
2203532941,0.57283854
2203511306,0.06680098
2203550145,0.74540335
2203552819,0.51302665
2203553811,0.2531991
2203559471,0.22125518
2203558829,0.35328954
2203540681,1.24419
2203556912,0.26531032
2203556778,0.29059327
2203538907,0.88345206
2203511955,0.8802149
2203530633,0.80175936
2203550674,0.8152568
2203553681,0.24624476
2203538266,0.13274294
2203509354,0.4350347
2203556135,0.14281502
2203487614,1.1743417
2203547414,0.40584645
2203512219,0.35470003
2203557407,0.6168345
2203519997,0.6393577
2203559988,0.19036052
2203550355,0.18252918
2203557489,0.40376586
2203537466,0.522352
2203534778,0.41367877
2203515624,2.1399324
2203495418,0.23084164
2203555310,1.5958773
2203542952,0.25978315
2203548163,0.87448823
2203553680,0.7744627
2203541989,0.8286678
2203482013,0.9618119
2203550200,0.20282623
2203491945,1.4896002
2203551819,0.30523938
2203477830,0.5206715
2203555199,0.22519642
2203542016,0.87188375
2203547049,-0.01275605
2203552388,0.8773844
2203547021,0.23317641
2203558690,0.6706071
2203519656,0.6724429
2203559989,0.55369097
2203559218,0.9357456
2203531179,0.34248304
2203555578,0.5306537
2203547544,0.7282673
2203550694,0.28210074
2203516170,0.95380074
2203547546,0.5391533
2203510095,0.3185022
2203544019,1.6070967
2203549605,0.27062812
2203526934,0.043037236
2203545494,0.36370465
2203556676,0.07509866
2203559489,0.6839527
2203555756,0.52084935
2203529559,1.9346403
2203549174,0.9553087
2203557708,0.8681079
2203558678,0.92634505
2203549940,0.27464515
2203538564,0.2291522
2203558976,0.7918111
2203533429,0.58555734
2203559937,0.5268605
2203554868,0.09433642
2203555231,0.63575447
2203552883,0.72289765
2203548661,0.37892985
2203549689,0.16935268
2203522447,0.4318424
2203532036,0.2169582
2203489112,0.1515066
2203545639,0.36609644
2203536003,1.976973
2203544653,1.3651674
2203545872,0.8250929
2203555687,0.6088179
2203550837,0.15490505
2203555449,1.2200322
2203558890,0.171233
2203512949,1.1090585
2203540785,1.4264911
2203543835,0.3344854
2203539017,0.037462413
2203556322,0.32254973
2203554635,0.79614776
2203499854,0.059794903
2203557986,1.0954673
2203556134,1.2106059
2203496895,0.39721453
2203558841,1.0878894
2203517183,0.94962823
2203555977,0.2906266
2203554326,0.59432805
2203549880,0.7201078
2203559430,0.615619
2203557942,0.6641294
2203548313,0.4873837
2203542584,0.83099246
2203554438,0.824424
2203557352,0.74815154
2203558782,0.39726338
2203559496,0.4724674
2203559490,0.8021696
2203518480,0.32328016
2203558113,0.731436
2203558603,0.43562612
2203552252,0.16228315
2203559284,0.406252
2203535953,0.70470643
2203557499,0.40128168
2203509078,1.3358471
2203553855,0.4355198
2203560024,0.08867222
2203528576,0.5282389
2203559183,0.30518013
2203558784,0.17226642
2203555173,0.27311486
2203556957,1.8051293
2203559249,0.12346372
2203513046,0.82738185
2203548828,0.7091735
2203558340,1.5122426
2203532960,1.095298
2203526979,0.538314
2203559929,0.18323141
2203556516,0.12427521
2203543330,0.4102192
2203559955,0.43456322
2203540313,0.48954368
2203553308,0.6493348
2203558768,0.4016279
2203544770,0.55269504
2203530566,0.5520105
2203559325,0.15304461
2203529112,0.9824196
2203559994,0.3510369
2203542232,0.78921896
2203464630,0.25866705
2203558215,0.47155905
2203506119,1.2663994
2203525682,0.56299317
2203521159,0.18814045
2203475785,1.382954
2203552319,1.3746688
2203559645,0.18783689
2203473183,1.3826572
2203559045,0.26058203
2203479622,0.8497099
2203557162,0.28257453
2203482114,0.5797991
2203559703,1.016836
2203557497,0.6562295
2203498524,0.4622679
2203555497,2.7668943
2203557923,0.50498605
2203504202,0.70268655
2203539329,0.5065823
2203559935,0.12394893
2203555200,0.39168167
2203554271,0.47660345
2203537632,0.49205333
2203537586,-0.061456084
2203548848,0.5374629
2203554428,0.271075
2203548725,1.2017481
2203559444,0.47490582
2203559175,0.066913426
2203508371,0.7780586
2203559669,0.8976285
2203478670,0.5107221
2203526260,0.83941877
2203554896,0.87419724
2203556096,0.8649467
2203553829,1.0590659
2203525993,0.23656994
2203557605,0.39884135
2203559067,0.70254165
2203555365,0.41600388
2203508717,-0.03646636
2203555975,0.25633508
2203558772,0.37320137
2203559895,0.31477016
2203559008,0.33025384
2203557802,0.11305502
2203559315,0.61233217
2203556515,1.5721552
2203554744,1.3866432
2203555016,0.21900532
2203559415,0.14605147
2203554556,0.29138947
2203538005,0.22116682
2203551368,0.8187704
2203528403,0.3278049
2203547046,0.102608055
2203535039,0.70656765
2203539333,0.19566938
2203557671,0.58955973
2203559773,0.41711408
2203454651,0.5794167
2203542059,1.0377494
2203542728,1.4637275
2203554662,0.38370973
2203547922,0.25362778
2203525290,0.65525365
2203545328,1.5333718
2203554549,0.5539588
2203556052,0.35130775
2203557535,0.59932965
2203555049,0.24791688
2203551731,0.34913135
2203556347,0.3856808
2203559419,0.08130336
2203556172,0.46884462
2203559848,0.21652067
2203544329,0.45379207
2203545558,0.52910495
2203559986,0.85752743
2203511015,0.37832367
2203559254,0.14982805
2203527284,0.12628767
2203526383,0.8210821
2203555834,0.1653459
2203553765,0.56257653
2203549762,-0.046590388
2203559122,1.0005379
2203527789,0.19389713
2203557675,0.22484112
2203559352,0.35631907
2203550384,1.2967973
2203522917,0.44716603
2203546400,0.44861767
2203548825,0.41378713
2203517343,0.47760615
2203547254,0.72333133
2203546728,0.5862585
2203513103,1.0259595
2203516496,1.5248777
2203552740,0.06171459
2203524515,1.2175319
2203518288,0.12378904
2203524540,0.2070595
2203557507,0.30775768
2203559245,0.5485259
2203535511,0.20455223
2203551338,0.108656555
2203554677,0.28871286
2203488009,2.47635
2203458559,2.371417
2203549842,0.20548052
2203558413,0.4839556
2203552843,0.2719439
2203498842,0.44438842
2203553998,0.21266693
2203558152,0.19496387
2203472261,1.130516
2203559622,0.16048521
2203555978,0.08226898
2203526995,1.4676303
2203558966,0.13925034
2203555493,0.12771201
2203504931,0.15458226
2203542382,1.2727957
2203557505,0.3521757
2203557806,0.6758784
2203559170,0.17799157
2203511884,0.26429895
2203537277,0.5595189
2203554091,0.5698804
2203559488,0.17685434
2203559438,0.24723616
2203504248,0.6948662
2203558516,0.1837615
2203546550,0.30865133
2203527135,-0.08874118
2203516776,2.0353177
2203558625,0.120081306
2203531749,1.0522912
2203502245,0.15268585
2203554566,0.19450802
2203559450,0.53731793
2203558759,0.9073789
2203554577,0.38669652
2203501643,0.91053057
2203556571,0.29912147
2203545621,2.3245573
2203537860,0.9652924
2203553242,0.911546
2203504615,0.47861457
2203534781,0.7857195
2203552998,0.49043235
2203552955,0.71707535
2203524680,0.46248847
2203543579,0.45296395
2203458546,0.057575703
2203556140,0.31786543
2203541248,0.25269133
2203520600,0.97096425
2203509713,1.4702396
2203520539,0.6780711
2203547977,0.079390466
2203554742,0.42199516
2203523016,0.2957837
2203530797,0.89912456
2203534322,1.247241
2203512491,0.1974253
2203527946,0.96467835
2203543537,0.6697964
2203542194,1.7393134
2203557619,0.64749783
2203552142,0.30070925
2203546405,0.3276329
2203556403,0.20764172
2203507195,0.563115
2203506275,0.7150605
2203559099,0.17507622
2203531553,0.21082431
2203528912,0.25557894
2203536852,0.4964528
2203532877,0.35215127
2203550069,0.42123005
2203484767,0.105573565
2203555314,1.0296756
2203552663,0.785951
2203545968,0.1443598
2203552432,0.20023558
2203558920,0.25919712
2203551380,-0.015957296
2203558447,0.24608448
2203542614,0.2422036
2203557689,0.1388354
2203525027,0.28158563
2203559677,0.26885462
2203534160,0.42748117
2203551658,0.16976508
2203480969,0.37231922
2203558498,0.46394622
2203559624,0.26596174
2203555728,1.0307997
2203551828,1.8444111
2203549390,0.13653842
2203544021,0.808657
2203549302,1.1060655
2203533690,1.436764
2203551917,0.1855981
2203552911,0.28552872
2203553972,0.069657
2203546681,0.56257653
2203547634,0.6405585
2203528921,0.3574043
2203528582,0.40650448
2203504257,1.5435758
2203558531,0.27667496
2203553336,0.57290316
2203550071,0.41810226
2203558349,0.6228845
2203546160,0.025283813
2203524010,1.3057652
2203557688,0.8607987
2203559033,0.69327605
2203541143,0.22117525
2203545924,1.4294138
2203555757,1.0204484
2203536161,0.7279974
2203528436,0.6669607
2203531707,0.43106973
2203559394,0.1697008
2203521896,0.9669944
2203559609,0.501707
2203500104,0.5217257
2203556253,0.3782593
2203541885,0.5033216
2203556117,0.70250154
2203556799,0.13181755
2203499027,0.6544758
2203558758,1.6067426
2203549683,0.5891683
2203559275,0.23697764
2203548286,0.2157867
2203558969,0.4850682
2203546961,0.14128894
2203552421,0.18447971
2203527685,0.031816304
2203557069,1.4060159
2203557115,0.37419537
2203544027,0.39011085
2203518019,0.76230526
2203560004,0.06066674
2203558241,0.12320173
2203543339,1.5482002
2203485725,0.5587273
2203552994,0.72604144
2203524157,0.308069
2203559638,0.27681562
2203552943,0.7524271
2203555685,0.66696984
2203557098,0.18223962
2203554463,0.60449135
2203555014,1.58157
2203532725,1.0808969
2203559243,0.72163874
2203545616,0.5785849
2203551830,0.47622353
2203552181,0.4603905
2203504372,0.75878704
2203540783,0.0300484
2203528232,0.803937
2203487352,0.4641442
2203528828,0.7340277
2203544755,0.70421946
2203523556,0.9850608
2203510171,0.28910303
2203557733,0.2966134
2203547043,-0.018589377
2203543628,0.14076495
2203559383,0.3614185
2203557910,0.88540685
2203536681,0.66664374
2203544146,0.33895326
2203554502,0.33247888
2203555064,0.046215415
2203556737,0.32881355
2203557710,1.118986
2203547050,0.14575174
2203531475,0.13632342
2203558783,0.82956266
2203557165,0.060997963
2203556639,1.1906645
2203557236,0.13541338
2203559766,0.14323422
2203531720,0.4015539
2203468015,0.26314506
2203559481,0.6239503
2203452010,0.7414354
2203555830,-0.06993145
2203537276,0.5497291
2203559516,-0.07098889
2203528164,0.2675712
2203535982,-0.008655667
2203545031,1.6365772
2203536410,0.59942204
2203552639,0.41847497
2203558345,0.29324222
2203560025,0.25549096
2203559312,0.7169112
2203555229,-0.027746916
2203550026,0.05713916
2203527950,0.36043704
2203556642,0.29928863
2203474123,0.34504306
2203543629,1.4260685
2203555639,0.5953655
2203556762,0.07990435
2203546409,0.25553882
2203553735,0.7306808
2203526198,1.0777743
2203559948,0.6229992
2203555916,0.37511545
2203518520,0.27711955
2203493222,0.2397998
2203525125,0.56554943
2203541897,0.56400657
2203512278,0.68356246
2203535554,0.74126476
2203556077,0.37531057
2203556207,0.19688821
2203530803,0.8150016
2203529785,1.4397837
2203553042,0.303128
2203552257,0.11964464
2203547116,0.42277747
2203502462,0.13229981
2203552790,1.5026904
2203534469,0.14429018
2203522142,0.8223464
2203528411,0.62764394
2203556795,0.07983005
2203558913,0.31995785
2203549667,0.14502123
2203556635,0.51842535
2203549659,0.1276559
2203547644,0.7647097
2203556720,1.1292381
2203540946,0.7084278
2203541067,0.37277588
2203553578,0.17951742
2203505553,1.4254298
2203550716,0.42004496
2203556161,0.3064751
2203543626,0.084855795
2203513605,1.1431881
2203558248,0.09807688
2203553277,1.7098529
2203552642,0.30558285
2203554032,0.21822795
2203490579,0.28600293
2203554477,1.3265162
2203553515,0.57712686
2203532214,0.6301937
2203552814,0.39097056
2203534136,0.94117606
2203557696,0.038959116
2203554433,0.55001837
2203555693,0.010051012
2203461942,1.0045094
2203532677,0.6732616
2203530420,0.270464
2203532227,1.1553838
2203549998,0.11265957
2203486508,1.0672812
2203557703,0.038959116
2203558347,0.32146293
2203539661,1.1190197
2203557450,0.21411231
2203553516,0.35180908
2203510468,0.5906036
2203553533,0.28508717
2203541475,0.25130942
2203513469,0.15471265
2203559120,0.78003407
2203558409,0.60734814
2203559273,0.6453303
2203556281,0.29506525
2203559116,0.60542995
2203557044,0.35928094
2203494515,0.5510115
2203559057,0.2718885
2203534601,0.12039593
2203541463,0.43107235
2203558071,1.0770195
2203537976,0.5954588
2203557247,0.29412317
2203555549,1.1476495
2203559163,0.087417156
2203534306,0.25405887
2203511479,0.5288956
2203558756,1.8898273
2203555720,1.7200266
2203559947,0.09202257
2203524523,0.66593367
2203528024,0.23211727
2203528844,0.3960343
2203521672,0.20121855
2203556643,1.2142546
2203542635,0.70470643
2203558519,0.2548844
2203518537,0.10574162
2203557289,0.36381173
2203520263,1.1587627
2203549986,0.19107854
2203540992,0.40161675
2203556982,0.22418687
2203500218,0.72510946
2203553953,0.08725828
2203471877,0.1733424
2203498672,0.61680627
2203559991,0.22480232
2203556774,1.4473865
2203511141,-0.008588135
2203543344,0.67968607
2203559359,0.48250714
2203559303,0.16938293
2203536279,0.6405054
2203543362,0.8036872
2203553922,0.39487228
2203520398,0.15270686
2203548036,0.35335824
2203541816,1.5477358
2203554571,0.54763395
2203473751,0.6014445
2203546684,0.17416158
2203534856,1.3199089
2203557658,0.7444658
2203508952,0.6470437
2203512796,0.19475758
2203554863,0.35878623
2203553233,0.19756636
2203511143,0.44536874
2203508922,0.624247
2203559583,0.68943435
2203554610,0.43729576
2203542053,1.0326881
2203514263,0.26028955
2203551631,0.19319442
2203552574,0.1775004
2203521099,0.4155032
2203545218,0.4562101
2203539685,1.1132487
2203553673,0.70470643
2203494130,0.14716083
2203554679,1.0357182
2203545452,0.4370206
2203559479,0.09301013
2203509969,0.8228029
2203558530,0.6543943
2203559001,0.6797255
2203556590,0.58901
2203557003,0.36321193
2203519756,0.28477702
2203559291,0.106342316
2203557466,0.5949143
2203551550,0.33542788
2203491918,0.3708078
2203557542,0.6059925
2203512875,0.9083427
2203552645,0.2424722
2203558694,0.19085944
2203524794,0.007507801
2203549695,0.40167978
2203554589,0.46941537
2203548975,0.18624207
2203557445,-0.062509835
2203558545,0.6831304
2203558171,0.40624407
2203523114,0.3528028
2203553651,0.80181915
2203520312,0.68911153
2203558462,0.33047682
2203550024,0.101073325
2203560003,0.19491729
2203540059,0.0879662
2203540155,0.068273395
2203552287,0.24672571
2203558578,0.17553276
2203553039,0.1462085
2203517265,0.43635693
2203559916,0.10196331
2203554663,0.5816064
2203532701,0.638813
2203559484,0.28569776
2203555165,0.060290813
2203559863,0.19318163
2203543568,0.5008927
2203537868,1.190214
2203555695,0.16410941
2203555083,0.53016734
2203554175,0.5365749
2203532632,0.4316936
2203502281,0.6067618
2203554586,0.16545862
2203504092,0.27584815
2203559568,0.59856474
2203544528,0.3781985
2203528260,0.32055485
2203557559,0.04830143
2203553547,-0.059400022
2203531345,0.8408363
2203547585,0.4009019
2203534391,1.1763747
2203559961,0.3594578
2203554252,0.2347599
2203546370,1.0276651
2203557634,0.19008338
2203536811,1.207905
2203514442,0.3072142
2203546191,0.12836683
2203557807,0.09849334
2203521749,0.95727
2203472822,0.17384884
2203546690,0.28063023
2203531890,0.48658246
2203525487,0.64700973
2203495851,0.3055793
2203555017,0.24527064
2203557284,0.983376
2203535800,0.3376168
2203557548,0.38804984
2203556181,0.555169
2203558009,0.6459263
2203559872,0.4501943
2203527900,0.4781499
2203549720,0.18337533
2203559621,0.6625079
2203535746,0.59693134
2203559770,0.29997432
2203504007,1.4518393
2203512333,0.30959862
2203545402,0.58560914
2203555915,0.0943791
2203553376,0.029306918
2203553053,0.24969381
2203558958,0.6333307
2203558948,0.5049283
2203556814,0.22967112
2203555746,0.4472499
2203550245,0.6849708
2203548540,0.4467723
2203559521,0.11427897
2203555872,0.12153834
2203557914,0.2106086
2203559629,0.19972292
2203553486,0.19981647
2203551903,0.5086029
2203518119,0.40544045
2203546304,0.91532236
2203558908,0.7065417
2203555384,0.51032156
2203548093,0.09581849
2203544794,0.5579566
2203557693,0.3957468
2203541864,-0.014705002
2203524269,0.12591246
2203544840,0.5382533
2203537419,0.013615519
2203551484,0.23233777
2203546297,0.46451914
2203529454,0.47672328
2203555206,0.19947383
2203488494,0.29677302
2203446654,0.69520056
2203514688,0.36757103
2203527596,0.27949765
2203532589,0.9370024
2203559049,0.32829645
2203541728,0.4944486
2203529124,0.32754546
2203546360,0.20146778
2203488190,0.6838785
2203554359,0.34846222
2203471831,0.42973027
2203555879,1.1130347
2203556869,0.27150106
