お仕事No.,応募数 合計
2203558938,0.64661485
2203557198,0.6005768
2203496246,1.7390307
2203523813,0.6662055
2203554046,0.46851447
2203505049,1.1371104
2203553237,1.0349388
2203557075,0.8430439
2203556406,0.6682104
2203532048,1.1014073
2203549151,0.945276
2203545207,0.81599224
2203549069,0.77022374
2203513808,0.4083001
2203469528,1.8360821
2203546408,0.80113626
2203514900,0.39511615
2203541528,0.6045275
2203553753,0.5823548
2203558954,0.3498879
2203559195,0.61245847
2203560058,0.1916627
2203554380,0.56449246
2203554766,1.6783874
2203557374,1.2645416
2203557269,1.1958021
2203544974,0.87978196
2203558993,0.95564
2203518467,1.3080267
2203557913,0.5956774
2203520201,0.4522472
2203486982,0.20778766
2203557018,0.63082993
2203544231,1.1010969
2203557066,0.4002176
2203552598,0.31610936
2203555081,0.46442956
2203555507,0.75843424
2203559928,0.630463
2203557261,0.44325337
2203558679,0.5367597
2203555702,0.8322724
2203538889,0.99807227
2203558383,1.102468
2203559646,0.86969036
2203558972,0.4178955
2203556144,0.7871667
2203555831,1.0135355
2203520970,0.7229451
2203539780,0.97320426
2203550020,0.8618344
2203547057,0.92901206
2203463050,1.0919174
2203555027,0.99737585
2203549402,0.8701737
2203528278,1.0269445
2203535002,0.6650289
2203555445,2.5662937
2203522707,1.016736
2203559053,0.7843549
2203553655,0.071349114
2203506496,1.8230323
2203555003,1.0186327
2203552342,1.0302707
2203558839,0.4794174
2203541284,0.68217367
2203558250,0.8047947
2203559982,0.42332485
2203549888,1.8466626
2203556761,0.32758418
2203550446,0.73766637
2203556496,0.75224817
2203546251,1.9582608
2203524599,2.4288778
2203559861,0.37200668
2203525279,1.1083713
2203546181,1.356173
2203556451,1.5165057
2203556295,1.6330477
2203556473,0.5711964
2203555735,0.28680438
2203534907,1.5551949
2203552513,1.1725125
2203555896,0.96316296
2203529997,0.5459308
2203520119,0.12737918
2203505681,2.577796
2203497651,1.6228405
2203553229,0.9168728
2203547103,1.0410969
2203531961,0.27379602
2203554645,0.19475621
2203529725,1.9397117
2203517277,0.39799035
2203549163,0.70769686
2203552325,0.65323514
2203559497,0.49921966
2203539539,0.7154106
2203558594,1.6486249
2203554838,1.5983676
2203548116,0.73867947
2203532052,0.8566665
2203556972,0.56166077
2203535668,0.43195653
2203522931,1.2563225
2203553691,0.84220433
2203528626,0.85872024
2203553185,0.24728411
2203475161,1.3646183
2203559714,0.56466377
2203540878,0.09313199
2203524528,0.57512087
2203554344,0.4069725
2203535014,0.147338
2203538928,0.25722224
2203557932,0.9300579
2203553715,1.4898531
2203554328,0.36362845
2203557195,0.73602307
2203505378,0.5213745
2203556513,0.71710503
2203512702,0.32966506
2203553378,0.29162973
2203506655,0.5428145
2203558125,0.7908524
2203520326,0.59406126
2203548273,1.1361756
2203513363,0.62768734
2203559959,0.3163954
2203557996,1.2554934
2203548888,1.2949673
2203553977,0.59349066
2203558094,0.32222927
2203558353,0.65057504
2203559601,0.9545084
2203520977,0.75532067
2203554293,0.4966484
2203486542,0.5847999
2203541308,0.39390182
2203554130,0.8412789
2203531237,1.983075
2203552621,0.43279928
2203559914,1.0675993
2203540103,0.3561036
2203527261,1.169765
2203514679,1.9919845
2203521500,0.6851073
2203499629,0.9706832
2203556821,0.8239242
2203549201,1.2115607
2203547263,0.41494656
2203557553,0.6324171
2203547620,0.6580771
2203553168,0.6061749
2203559943,0.43523237
2203557843,0.3330983
2203557273,1.3646071
2203550609,1.1043915
2203532941,0.6268383
2203511306,0.2594501
2203550145,0.7462858
2203552819,0.4625438
2203553811,0.32220447
2203559471,0.13253888
2203558829,0.1998353
2203540681,0.7192471
2203556912,0.08682546
2203556778,0.48083806
2203538907,0.9242681
2203511955,0.99794877
2203530633,1.1822131
2203550674,1.1511056
2203553681,0.34087002
2203538266,0.0025856793
2203509354,0.3567037
2203556135,0.09313199
2203487614,1.07793
2203547414,0.39727348
2203512219,0.49930683
2203557407,0.49103814
2203519997,0.9513373
2203559988,0.30048776
2203550355,0.28159237
2203557489,0.42277014
2203537466,0.4723351
2203534778,0.3518014
2203515624,1.9881294
2203495418,0.4008095
2203555310,1.2104728
2203542952,0.33056456
2203548163,0.3352949
2203553680,0.6683146
2203541989,0.543161
2203482013,1.2744925
2203550200,0.28060108
2203491945,1.0397539
2203551819,0.33902642
2203477830,0.86904466
2203555199,0.059512526
2203542016,0.9909859
2203547049,0.19165981
2203552388,0.70095694
2203547021,0.12983388
2203558690,1.1613877
2203519656,0.78312945
2203559989,0.3683238
2203559218,0.6132929
2203531179,0.18202555
2203555578,0.48105997
2203547544,1.0376347
2203550694,0.44038227
2203516170,0.6046279
2203547546,0.7719783
2203510095,0.33773983
2203544019,1.5950027
2203549605,0.35880542
2203526934,-0.098838985
2203545494,0.14756203
2203556676,-0.1269806
2203559489,0.63409424
2203555756,0.35490108
2203529559,1.5198832
2203549174,0.94534147
2203557708,1.148845
2203558678,0.823943
2203549940,0.19709092
2203538564,0.27695978
2203558976,0.22123855
2203533429,0.53331095
2203559937,0.23462889
2203554868,0.13133755
2203555231,0.17099887
2203552883,0.7439803
2203548661,0.30662367
2203549689,0.17798847
2203522447,0.31517035
2203532036,0.22676224
2203489112,0.42959788
2203545639,0.46207583
2203536003,1.9754716
2203544653,1.5468127
2203545872,0.6330949
2203555687,0.62652564
2203550837,0.24350584
2203555449,0.9235624
2203558890,0.1855073
2203512949,0.8955228
2203540785,1.3807287
2203543835,0.12942144
2203539017,0.20802996
2203556322,0.25092933
2203554635,1.7071425
2203499854,0.20162064
2203557986,0.61575055
2203556134,0.8059056
2203496895,0.30144122
2203558841,1.364103
2203517183,1.3110509
2203555977,0.10452148
2203554326,0.59967756
2203549880,0.7967889
2203559430,0.54658616
2203557942,0.66713846
2203548313,0.6254434
2203542584,0.7033644
2203554438,0.7959821
2203557352,0.6738584
2203558782,0.1751185
2203559496,0.43532288
2203559490,0.50495255
2203518480,0.43214142
2203558113,0.23177859
2203558603,0.95549095
2203552252,-0.09319502
2203559284,0.45162055
2203535953,0.56466377
2203557499,0.24558994
2203509078,1.1269213
2203553855,0.28921908
2203560024,-0.017723978
2203528576,0.7033661
2203559183,0.3169871
2203558784,0.10926327
2203555173,-0.012533724
2203556957,1.8732285
2203559249,0.12652346
2203513046,0.9343345
2203548828,0.5977201
2203558340,2.1935465
2203532960,0.97483575
2203526979,0.692367
2203559929,0.23462889
2203556516,0.45062593
2203543330,0.5531662
2203559955,0.18346557
2203540313,0.4232921
2203553308,0.64591724
2203558768,0.5995936
2203544770,0.5872125
2203530566,0.43374476
2203559325,0.18020666
2203529112,0.7756295
2203559994,0.555862
2203542232,0.8569232
2203464630,0.17134076
2203558215,0.45861095
2203506119,1.2696881
2203525682,0.8174714
2203521159,0.43296045
2203475785,1.2666646
2203552319,1.1955359
2203559645,0.35014206
2203473183,1.0730839
2203559045,0.2807824
2203479622,0.8338107
2203557162,0.48349166
2203482114,1.5685567
2203559703,0.909477
2203557497,0.6570878
2203498524,0.32232428
2203555497,2.6005986
2203557923,0.48577955
2203504202,0.65895295
2203539329,0.48413545
2203559935,0.15900478
2203555200,0.17099887
2203554271,0.78117704
2203537632,0.7034787
2203537586,0.18406317
2203548848,0.6827855
2203554428,0.26335722
2203548725,0.52365243
2203559444,0.53122836
2203559175,0.31040126
2203508371,0.45993274
2203559669,0.74635386
2203478670,0.42958662
2203526260,0.61302006
2203554896,1.1998692
2203556096,0.5468786
2203553829,1.0430968
2203525993,0.18161419
2203557605,0.15967295
2203559067,1.1054332
2203555365,0.28726482
2203508717,0.4157046
2203555975,0.10452148
2203558772,0.20162064
2203559895,0.23608533
2203559008,0.3113969
2203557802,0.30250883
2203559315,0.24946493
2203556515,1.1144387
2203554744,1.8096662
2203555016,0.39752036
2203559415,0.2394557
2203554556,0.25103986
2203538005,0.2816319
2203551368,0.94921625
2203528403,0.25757593
2203547046,0.018133163
2203535039,0.88296634
2203539333,0.48413545
2203557671,0.6030298
2203559773,0.6418747
2203454651,0.58591306
2203542059,0.675492
2203542728,1.0544666
2203554662,0.44288135
2203547922,0.5029907
2203525290,0.6008292
2203545328,1.6652226
2203554549,0.7302387
2203556052,0.45073652
2203557535,0.7675928
2203555049,0.13018611
2203551731,0.34880733
2203556347,0.19621706
2203559419,0.4004194
2203556172,0.17636529
2203559848,0.1299324
2203544329,0.17517912
2203545558,0.5319668
2203559986,0.4260913
2203511015,0.33252937
2203559254,0.28497297
2203527284,0.33427438
2203526383,1.0575175
2203555834,0.13178292
2203553765,0.5881731
2203549762,0.10644293
2203559122,0.57507944
2203527789,0.4206688
2203557675,0.28803682
2203559352,0.23090824
2203550384,1.2926611
2203522917,0.9135235
2203546400,0.46688804
2203548825,0.3287516
2203517343,0.28444403
2203547254,0.39378893
2203546728,0.45217395
2203513103,0.72041655
2203516496,1.7050247
2203552740,0.28047973
2203524515,0.83747756
2203518288,0.2997423
2203524540,0.324412
2203557507,0.36685014
2203559245,0.8657964
2203535511,0.21872386
2203551338,0.28422898
2203554677,0.39553282
2203488009,2.4566302
2203458559,2.172931
2203549842,0.08521044
2203558413,0.80965436
2203552843,0.40071285
2203498842,0.29532433
2203553998,0.4122599
2203558152,0.22503698
2203472261,0.9390638
2203559622,0.24749842
2203555978,-0.075422764
2203526995,0.82672185
2203558966,0.48567683
2203555493,0.94440866
2203504931,0.4008095
2203542382,1.244956
2203557505,0.21966767
2203557806,0.67801595
2203559170,0.019558161
2203511884,0.18457547
2203537277,0.80799437
2203554091,0.8096875
2203559488,0.33745348
2203559438,0.14007646
2203504248,0.8027914
2203558516,0.24071112
2203546550,0.5301884
2203527135,0.123098224
2203516776,1.868168
2203558625,0.14355901
2203531749,0.3612495
2203502245,0.061068565
2203554566,0.25844324
2203559450,0.6607268
2203558759,0.82019734
2203554577,0.23433995
2203501643,0.87247014
2203556571,0.3890988
2203545621,2.1620274
2203537860,0.5620373
2203553242,0.66956556
2203504615,0.64427125
2203534781,0.58769757
2203552998,0.6994786
2203552955,0.485932
2203524680,0.49708205
2203543579,0.4292662
2203458546,-0.061543524
2203556140,0.27946073
2203541248,0.22750148
2203520600,0.477403
2203509713,1.3125459
2203520539,0.8415483
2203547977,0.024667144
2203554742,0.8661708
2203523016,0.30681136
2203530797,0.6255969
2203534322,1.4328928
2203512491,0.4008095
2203527946,0.7819933
2203543537,0.32626414
2203542194,1.3988665
2203557619,1.2446172
2203552142,0.3480302
2203546405,0.19423449
2203556403,0.20162064
2203507195,0.5968356
2203506275,0.80279785
2203559099,0.7062893
2203531553,-0.038244307
2203528912,0.50088197
2203536852,0.3262292
2203532877,0.13368797
2203550069,0.45230037
2203484767,0.2562413
2203555314,1.2085111
2203552663,0.7392243
2203545968,0.16106111
2203552432,0.16955167
2203558920,0.23711714
2203551380,0.0023937821
2203558447,0.31873018
2203542614,0.23745993
2203557689,0.480055
2203525027,0.23899284
2203559677,0.3410768
2203534160,0.49477282
2203551658,0.30507958
2203480969,0.3974477
2203558498,0.59208214
2203559624,0.3372894
2203555728,0.42653054
2203551828,0.908092
2203549390,0.27994177
2203544021,1.006866
2203549302,0.87336457
2203533690,1.0087156
2203551917,0.27295
2203552911,0.5169885
2203553972,0.108202696
2203546681,0.5881731
2203547634,0.51123923
2203528921,0.4525351
2203528582,0.39909473
2203504257,0.83646953
2203558531,0.06360477
2203553336,0.82259107
2203550071,0.3857229
2203558349,0.5646827
2203546160,0.00939548
2203524010,1.9557359
2203557688,0.69317085
2203559033,0.6085041
2203541143,0.20120093
2203545924,0.9509104
2203555757,0.6301991
2203536161,0.811934
2203528436,0.6469195
2203531707,0.36435956
2203559394,0.33442473
2203521896,1.042227
2203559609,0.41311547
2203500104,0.514557
2203556253,0.35234958
2203541885,0.5514779
2203556117,0.7581855
2203556799,0.23263997
2203499027,0.5025616
2203558758,1.2761784
2203549683,0.46522886
2203559275,0.20479473
2203548286,0.3338815
2203558969,0.44421983
2203546961,0.17930275
2203552421,0.26246476
2203527685,0.123098224
2203557069,1.2223094
2203557115,0.21883553
2203544027,0.59032285
2203518019,0.67904073
2203560004,0.19924638
2203558241,0.22043598
2203543339,1.5424263
2203485725,0.7329412
2203552994,0.3711648
2203524157,0.3737901
2203559638,0.26411036
2203552943,0.6968289
2203555685,0.6069443
2203557098,0.1808359
2203554463,1.0910621
2203555014,1.1278131
2203532725,0.7565039
2203559243,0.8104359
2203545616,0.39963764
2203551830,0.8195338
2203552181,0.56059134
2203504372,0.7649196
2203540783,0.104453236
2203528232,0.5685706
2203487352,0.65046257
2203528828,0.5368512
2203544755,0.5844594
2203523556,0.8057964
2203510171,0.40053627
2203557733,0.4336222
2203547043,0.19165981
2203543628,0.4292662
2203559383,0.39849177
2203557910,0.67201376
2203536681,0.54936725
2203544146,0.21055984
2203554502,0.6006325
2203555064,0.27805686
2203556737,0.24164265
2203557710,0.7478411
2203547050,0.036671966
2203531475,0.08370176
2203558783,0.63450426
2203557165,0.20124608
2203556639,1.9696571
2203557236,0.2569127
2203559766,0.2716794
2203531720,0.26066563
2203468015,0.44173318
2203559481,0.37471035
2203452010,0.40331098
2203555830,0.30789798
2203537276,0.61085176
2203559516,0.23938608
2203528164,0.41848323
2203535982,0.23427409
2203545031,1.1773903
2203536410,0.39908993
2203552639,0.34369704
2203558345,0.33703774
2203560025,-0.059772313
2203559312,0.770744
2203555229,0.17782435
2203550026,0.3281229
2203527950,0.2723113
2203556642,0.42354226
2203474123,0.3974477
2203543629,1.697273
2203555639,0.44124582
2203556762,0.14648005
2203546409,0.28433505
2203553735,0.46725658
2203526198,1.2768475
2203559948,0.9348426
2203555916,0.4955202
2203518520,0.43241918
2203493222,0.32004166
2203525125,0.7390878
2203541897,0.5764369
2203512278,0.45030832
2203535554,0.44648468
2203556077,0.3325085
2203556207,0.042544335
2203530803,1.0307457
2203529785,1.399045
2203553042,0.13355318
2203552257,0.08358163
2203547116,0.5886543
2203502462,0.12942144
2203552790,1.0123379
2203534469,0.11715639
2203522142,0.9263727
2203528411,0.4751771
2203556795,0.35628217
2203558913,0.24101976
2203549667,0.30618125
2203556635,0.2122496
2203549659,0.30618125
2203547644,0.6703337
2203556720,0.9239174
2203540946,0.68732625
2203541067,0.89379644
2203553578,0.28027928
2203505553,0.91895473
2203550716,0.39857006
2203556161,0.34667552
2203543626,0.15191266
2203513605,1.0230148
2203558248,0.11463219
2203553277,0.7523217
2203552642,0.3482705
2203554032,0.30399686
2203490579,0.3133536
2203554477,1.6588097
2203553515,0.6289843
2203532214,0.7954821
2203552814,0.37916684
2203534136,1.4558687
2203557696,0.1906909
2203554433,0.44757903
2203555693,0.123139024
2203461942,0.26497158
2203532677,0.5968531
2203530420,0.28210002
2203532227,1.0349598
2203549998,0.09951532
2203486508,1.4558687
2203557703,0.1906909
2203558347,0.22602543
2203539661,0.9826027
2203557450,0.35928857
2203553516,0.46497783
2203510468,0.5568775
2203553533,0.19224387
2203541475,0.22125036
2203513469,0.26722044
2203559120,0.42177504
2203558409,0.7573039
2203559273,0.9620875
2203556281,0.2649302
2203559116,0.75196123
2203557044,0.22758842
2203494515,0.48059747
2203559057,0.40737134
2203534601,0.2867251
2203541463,0.43478835
2203558071,0.8857105
2203537976,0.3865143
2203557247,0.44424036
2203555549,0.7181981
2203559163,-0.17231393
2203534306,0.22991472
2203511479,0.7227732
2203558756,0.68477196
2203555720,1.5042799
2203559947,0.026848108
2203524523,0.45030832
2203528024,0.17559645
2203528844,0.41840574
2203521672,0.34173816
2203556643,1.002717
2203542635,0.56466377
2203558519,0.257019
2203518537,0.10759261
2203557289,0.5434378
2203520263,0.6935054
2203549986,0.37032986
2203540992,0.35289276
2203556982,0.17516848
2203500218,0.7488849
2203553953,0.16383955
2203471877,0.13009259
2203498672,0.9625839
2203559991,0.115198314
2203556774,1.3614788
2203511141,0.1296983
2203543344,1.0569005
2203559359,0.65780115
2203559303,0.23737493
2203536279,0.43673953
2203543362,0.8108771
2203553922,0.50423265
2203520398,0.1811966
2203548036,0.19787556
2203541816,1.5830199
2203554571,0.26239866
2203473751,0.5094081
2203546684,0.060542047
2203534856,0.85450864
2203557658,0.9305346
2203508952,0.38167673
2203512796,0.22650126
2203554863,0.39912897
2203553233,0.21027741
2203511143,0.4578211
2203508922,0.5626616
2203559583,0.5666802
2203554610,0.45230037
2203542053,1.6463939
2203514263,0.39759016
2203551631,0.3865404
2203552574,0.2035923
2203521099,0.4150679
2203545218,0.3309387
2203539685,1.5973743
2203553673,0.56466377
2203494130,0.25297844
2203554679,1.2769265
2203545452,0.60068154
2203559479,-0.069548845
2203509969,0.8965528
2203558530,0.5796796
2203559001,0.64984775
2203556590,0.36489433
2203557003,0.5390596
2203519756,0.5197401
2203559291,0.24392045
2203557466,0.3225205
2203551550,0.10452148
2203491918,0.43989486
2203557542,0.6124386
2203512875,1.1664622
2203552645,0.2751106
2203558694,0.2761719
2203524794,-0.021346271
2203549695,0.45889127
2203554589,0.5506419
2203548975,0.38416997
2203557445,0.24773657
2203558545,0.56097335
2203558171,0.830963
2203523114,0.34908253
2203553651,1.5578363
2203520312,0.675012
2203558462,0.47006336
2203550024,0.2568009
2203560003,0.115432054
2203540059,0.35763663
2203540155,0.10989964
2203552287,0.40242144
2203558578,0.18610394
2203553039,0.47859883
2203517265,0.590995
2203559916,0.08334643
2203554663,0.8073651
2203532701,0.49656558
2203559484,0.3834666
2203555165,0.282256
2203559863,0.3995064
2203543568,0.30989367
2203537868,0.79345274
2203555695,0.25429326
2203555083,0.47332126
2203554175,0.48525193
2203532632,0.53944284
2203502281,0.28391775
2203554586,0.36052638
2203504092,0.27041632
2203559568,1.0428938
2203544528,0.43570668
2203528260,0.3668274
2203557559,0.06874707
2203553547,0.29188704
2203531345,0.74502957
2203547585,0.48867357
2203534391,0.5071124
2203559961,0.3038587
2203554252,0.22542536
2203546370,0.7404915
2203557634,0.1837847
2203536811,1.4343488
2203514442,0.3072815
2203546191,0.23214436
2203557807,0.116072655
2203521749,0.70513743
2203472822,0.11131245
2203546690,0.4401428
2203531890,0.4151622
2203525487,0.40264493
2203495851,0.39048913
2203555017,0.2702315
2203557284,0.49719086
2203535800,0.34908253
2203557548,0.44966844
2203556181,0.73638403
2203558009,0.5775609
2203559872,0.17089862
2203527900,0.5269578
2203549720,0.2434926
2203559621,0.34893233
2203535746,0.24421585
2203559770,0.25160885
2203504007,1.3355
2203512333,0.48176026
2203545402,0.7229808
2203555915,0.120149046
2203553376,0.15054664
2203553053,0.554254
2203558958,0.64497447
2203558948,0.46999422
2203556814,0.21597981
2203555746,0.44545957
2203550245,0.32598618
2203548540,0.5094003
2203559521,0.17664322
2203555872,0.26480535
2203557914,0.19178528
2203559629,0.26411036
2203553486,0.2777595
2203551903,0.52093935
2203518119,0.43456095
2203546304,0.54268616
2203558908,0.45359918
2203555384,0.7106311
2203548093,0.2940818
2203544794,0.7953071
2203557693,0.35572562
2203541864,0.2273373
2203524269,0.2993981
2203544840,0.8599422
2203537419,0.15079188
2203551484,0.31349295
2203546297,0.42179918
2203529454,0.4164785
2203555206,0.19004601
2203488494,0.26631013
2203446654,0.52490515
2203514688,0.5421129
2203527596,0.39683038
2203532589,0.727262
2203559049,0.2016606
2203541728,0.3841259
2203529124,0.4401428
2203546360,0.2434926
2203488190,0.9266467
2203554359,0.468784
2203471831,0.31307524
2203555879,0.7828902
2203556869,0.1469669
2203557789,0.5531662
